Season,Tm07,Tm08,Tm09,Player,Player,Pos,GP,G,A,PTS,+/-,PIM,SOG,SPCT,SHFT,GWG,GTG,FOW,FOL,FO%,%Tm,PPG,PPA,SHG,SHA,ESG,ESA,PPG,PPA,SHG,SHA,ESG,ESA,ESGFA,PPGFA,SHGFA,ESGAA,PPGAA,SHGAA,MOIEH,MOIPP,MOISH,TMOI,BkS,Hits,MsS,GvA,TkA,BkS,Hits,MsS,GvA,TkA,AESMOI,ASHMOI,APPMOI,PLEH,PLPP,PLSH,PLT,MIEH,MIPP,MISH,MIT,PC,PC*,PCOEH,PCOPPP,PCOPPO,PCOSH,PCOSO,PCO,PCO*,PCDEH,PCDPP,PCDSHK,PCDSHO,PCD,PCD*,Def,Value,WiS Value,OGIT,DIT,RPM,Val OG,ValO,Val D,ValD,Tot,Date of Birth,City,Pr/St,Ctry,Ht,Wgt,Jersey,Shts,Rook,S-O,S-OG,S-OGW,Cap Cost,Nat
2007-08,Ana,Ana,Ana,"Huskins, Kent ",Kent Huskins,D,76,4,15,19,23,59,46,8.7%,,2,0,0,0,0.0%,0,1,0,0,0,3,15,8.4,0,0,0,3.3,16.6,2.6,1.69,0,1.27,1.69,4.77,1086.1,35.6,100.6,1222.3,49,65,26,21,29,2.4,3.2,1.3,1,1.4,14.3,1.3,0.5,47,1,0,48,23,1,8,32,50.1,82,12.3,0.5,0.5,-0.2,0,13.1,21.4,32.6,-0.2,5.1,-0.5,37,60.6,82,4420581,"$4,769,574",21.7,26.7,15.9,1.9,2.8,7.4,10.9,9.4,May 04 '79 ,Almont ,ON ,CAN ,75,209,40,L ,,,,,"$625,000",0
2006-07,NYI,NYI,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D ,23,6,15,21,5,10,55,10.9%,626,1,0,0,0,0.0%,0,4,5,0,0,2,10,10.5,13.1,0,0,6.1,30.4,3.81,8.38,0,2.13,1.05,0,394.1,114.6,23,531.7,78,28,93,76,41,8.8,3.2,10.5,8.6,4.6,17.1,1,5,25,16,0,41,14,2,0,16,24.9,93.9,9.2,7.3,-0.4,0,0,16.1,60.4,4.3,0.7,1.9,2,8.9,33.5,60,1811364,"$6,457,906",15.2,9.8,4.6,4.1,12.3,1.8,5.4,6,13 Oct '80 ,Trois-Rivières ,QC ,CAN ,70,197,47,L ,N,0,0,0,,1
2006-07,Edm,NYI,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D ,55,8,17,25,-9,28,111,7.2%,1150,3,0,0,0,0.0%,,6,10,0,0,2,7,8.1,13.5,0,0,3.4,11.8,2.7,6.47,0,2.62,0.54,2.21,710.1,222.5,27.1,959.7,,,,,,0,0,0,0,0,12.9,0.5,4,32,24,0,56,31,2,1,34,37.4,78,5.3,12.9,-0.4,-0.1,0,17.8,37.1,7.2,6.4,2.9,3.1,19.6,40.9,43,2002414,"$2,985,417",29.8,19.7,2,2.5,4.1,2.7,4.5,5.2,,,,,,,,,,,,,,1
2006-07,NYI,NYI,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D ,78,14,32,46,-4,38,166,8.4%,1776,4,0,0,0,0.0%,0,10,15,0,0,4,17,8.9,13.3,0,0,4.3,18.5,3.1,7.12,0,2.45,0.71,1.2,1104.2,337.1,50.1,1491.3,78,28,93,76,41,3.1,1.1,3.7,3.1,1.6,14.2,0.6,4.3,57,40,0,97,45,4,1,50,62.4,83.6,14.5,20.2,-0.8,-0.1,0,33.9,45.4,11.5,7.1,4.8,5.1,28.5,38.2,48,3813778,"$4,009,356",45,29.5,6.6,3,3.2,2.4,2.6,5.4,13 Oct '80 ,Trois-Rivières ,QC ,CAN ,70,197,47,L ,N,0,0,0,,2
2007-08,NYI,Ana,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D,9,,,,-2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.61,3.54,0,1.84,0,0,98,17,0.6,115.5,,,,,,0,0,0,0,0,10.9,0.1,1.9,1,1,0,2,3,0,0,3,2.3,40,-0.8,0.5,0,0,0,-0.4,-7,2.3,0.3,0.1,0,2.7,47,,,"$165,000",,,,,,,,,,,,,,,,,,,,,"$1,216,000",1
2007-08,NYI,NYI,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D,46,9,9,18,-14,16,96,9.4%,,,,0,0,0.0%,,,,,,,,0,0,0,0,0,0,2.17,7.12,0,2.97,1.71,12.86,607.1,210.8,23.3,841.2,,,,,,0,0,0,0,0,13.2,0.5,4.6,22,25,0,47,30,6,5,41,27,64.1,0.5,15.3,0.3,-0.1,0,16.1,38.2,9.9,-2.6,-1.1,4.7,10.9,25.9,38,1033823,"$1,842,902",,,,,,,,,,,,,,,,,,,,,"$1,216,000",1
2007-08,NYI,Ana,Ana,"Bergeron, Marc-Andre ",Marc-Andre Bergeron,D,55,9,10,19,-16,20,108,8.3%,,1,0,0,0,0.0%,0,8,7,0,0,1,3,10.5,9.2,0,0,1.7,5.1,1.96,6.85,0,2.81,1.58,12.55,705,227.8,23.9,956.7,46,27,36,43,24,2.9,1.7,2.3,2.7,1.5,12.8,0.4,4.1,23,26,0,49,33,6,5,44,29.3,61.2,-0.3,15.8,0.3,-0.1,0,15.7,32.7,12.2,-2.2,-1,4.7,13.6,28.5,42,1350202,"$2,013,028",29.2,18.8,-5.3,1.4,2.3,-0.2,-0.3,1.2,Oct 13 '80 ,Trois-Rivières ,QC ,CAN ,70,197,7,L ,,,,,"$1,216,000",2
2006-07,Bos,Ana,Ana,"Mowers, Mark ",Mark Mowers,RW,78,5,12,17,-10,26,60,8.3%,1399,0,0,267,326,45.0%,12.2,0,1,1,0,4,11,0,19.9,1.8,0,6.4,17.5,1.67,7.96,0.36,2.54,0,6.9,755.8,15.1,165.2,936.1,35,33,30,18,22,2.2,2.1,1.9,1.2,1.4,9.7,2.1,0.2,21,2,1,24,32,0,19,51,15.5,33.1,-1.5,-0.1,0.2,0.7,0,-0.6,-1.4,6.7,0.1,6.5,2.8,16.1,34.5,37,165000,"$165,000",16.6,20.5,-4,-1.6,-2.9,0.4,0.7,-1.2,16 Feb '74 ,Whitesboro ,NY ,USA ,71,181,18,R ,N,0,0,0,,0
2007-08,Bos,Ana,Ana,"Mowers, Mark ",Mark Mowers,C/RW,17,1,0,1,0,8,6,16.7%,,0,0,22,23,48.9%,4.5,0,0,0,0,1,0,0,0,0,0,10.6,0,1.58,3.22,0,1.58,0,0,113.7,37.3,2.7,153.7,3,6,2,1,0,1.2,2.3,0.8,0.4,0,6.7,0.2,2.2,3,2,0,5,3,0,0,3,-0.5,-6.1,-0.7,-2.2,1.6,0,0,-1.3,-16.9,1.2,0.1,0.2,-0.7,0.8,10.9,,,"$165,000",3.2,2.6,-0.3,-1,-10.3,0.2,2.1,-0.8,Feb 16 '74 ,Decature ,GA ,USA ,71,174,28,R ,,,,,"$462,500",0
2006-07,Det,Ana,Ana,"Schneider, Mathieu ",Mathieu Schneider,D ,68,11,41,52,12,66,184,6.0%,1752,2,0,0,0,0.0%,0,2,29,1,0,8,12,1.7,24,2.6,0,8.5,12.8,2.93,7.29,1.56,2.08,0.99,4.68,1125.6,362.1,115.4,1603.2,82,78,101,62,18,3.1,2.9,3.8,2.3,0.7,16.6,1.7,5.3,55,44,3,102,39,6,9,54,79.9,99.7,18.4,17.6,0,2.5,0,38.5,48,32,3.8,8.8,-3.1,41.4,51.7,73,5031980,"$6,067,976",41.5,30.6,2.5,8.6,8.3,5.3,5.1,13.9,12 Jun '69  ,New York  ,NY  ,USA  ,71,191,23,L  ,N,0,0,0,,0
2007-08,Det,Ana,Ana,"Schneider, Mathieu ",Mathieu Schneider,D,65,12,27,39,22,50,139,8.6%,,2,0,0,0,0.0%,0,5,12,0,0,7,15,5.2,12.5,0,0,7.8,16.6,2.72,7.29,0,1.22,1.04,3.03,1082,288.2,79.3,1449.4,56,78,81,34,35,2.3,3.2,3.4,1.4,1.4,16.6,1.2,4.4,49,35,0,84,22,5,4,31,77,106.2,22.7,9.7,-2.1,-0.2,7.8,37.9,52.3,32.4,1.2,5.4,0,39.1,53.9,82,5404739,"$6,818,286",37.1,26.3,19.3,6.1,6.7,8.4,9.2,15.4,Jun 12 '69 ,New York ,NY ,USA ,71,195,11,L ,,,,,"$5,625,000",0
2007-08,,Ana,Ana,"Kondratiev, Maxim ",Maxim Kondratiev,D,4,0,0,0,-2,0,1,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,6.17,0,0,29.2,0.7,0.2,30.1,1,3,1,2,1,2,6,2,4,2,7.3,0.1,0.2,1,0,0,1,3,0,0,3,-0.5,-30.3,-0.2,0,0.3,0,0,0,-1.6,-0.7,0,0,0.3,-0.4,-28.7,,,"$165,000",1.2,1.3,-2.4,-0.2,-12.9,-0.4,-25.9,-0.7,Jan 20 '83 ,Togliatti ,,RUS ,73,197,20,L ,,,,,"$1,700,000",0
2007-08,,Ana,Ana,"Wirtanen, Petteri ",Petteri Wirtanen,C,3,1,0,1,1,2,1,100.0%,,1,0,5,6,45.5%,6.4,0,0,0,0,1,0,0,0,0,0,95.6,0,4.78,0,0,0,0,0,12.6,0,0,12.6,0,0,0,2,0,0,0,0,9.6,0,4.2,0,0,1,0,0,1,0,0,0,0,1.7,264.6,1.9,0,-0.1,0,0,1.8,293.8,0.2,0,0,-0.4,-0.2,-29.2,,,"$165,000",0.5,0.4,0.9,0.3,47.8,0.2,31.9,0.5,May 28 '86 ,Hyvinkaa ,,FIN ,73,207,56,L ,Y ,,,,"$500,000",0
2006-07,Ana,Ana,Ana,"Niedermayer, Rob ",Rob Niedermayer,C ,82,5,11,16,-8,77,106,4.7%,1914,0,0,31,45,40.8%,1.6,0,0,0,0,5,11,0,0,0,0,5.8,12.7,1.55,0,0,2.36,0,5.29,1042.8,15.7,306.2,1364.6,25,69,32,41,19,1.1,3,1.4,1.8,0.8,12.7,3.7,0.2,27,0,0,27,41,0,27,68,6.1,9,-5.3,-0.9,0,-3.8,-1,-11,-16.1,8.9,0,14.1,-5.9,17.1,25.1,51,165000,"$165,000",21.3,30.2,-15.8,-4.7,-5.6,0.8,0.9,-3.9,28 Dec '74 ,Cassiar ,BC ,CAN ,74,204,44,L ,N,2,0,0,,0
2007-08,Ana,Ana,Ana,"Niedermayer, Rob ",Rob Niedermayer,C/RW,78,8,8,16,1,54,111,7.2%,,1,0,23,46,33.3%,1.5,0,0,1,2,7,6,0,0,1,2.1,8.2,7.1,1.18,1.75,0.82,1.29,0.88,6.16,1021,68.5,292.2,1381.7,28,61,40,45,33,1.2,2.6,1.7,2,1.4,13.1,3.7,0.9,20,2,4,26,22,1,30,53,13.6,19.6,-4.6,-4,1.3,1.5,0,-5.9,-8.5,12.1,0,8.9,-1.6,19.4,28.1,64,1564060,"$1,644,268",18,26.3,-6.2,-2,-2.3,1.1,1.3,-0.8,Dec 28 '74 ,Cassiar ,BC ,CAN ,74,200,44,L ,,,,,"$2,000,000",0
2007-08,,Ana,Ana,"Carter, Ryan ",Ryan Carter,C/LW,34,4,4,8,-2,36,56,7.1%,,1,0,184,115,61.5%,15.9,0,0,0,0,4,4,0,0,0,0,15.1,15.1,1.7,0,1.8,2.26,0,7.19,318,5.2,33.4,356.5,7,40,27,8,8,1.2,6.7,4.5,1.3,1.3,9.4,1,0.2,9,0,1,10,12,0,4,16,6.6,37,5.5,-0.3,2.2,-0.4,0,7,39.3,2.4,0,0.7,-3.5,-0.4,-2.3,57,614743,"$1,482,615",7.8,8.7,-4.4,-0.4,-2,0,0,-0.4,Aug 03 '83 ,St. Paul ,MN ,USA ,73,203,20,L ,Y ,,,,"$850,000",0
2006-07,Ana,Ana,Ana,"Getzlaf, Ryan ",Ryan Getzlaf,C ,82,25,33,58,17,66,203,12.3%,1627,6,0,439,449,49.4%,18.9,11,20,1,0,13,13,11.7,21.3,2.4,0,18.8,18.8,2.89,9.59,0,1.59,0,5.39,830.9,281.5,122.5,1234.9,39,99,85,53,49,1.9,4.8,4.1,2.6,2.4,10.1,1.5,3.4,40,45,0,85,22,0,11,33,67.6,109.5,17.1,23.9,0,1.5,11.4,53.9,87.3,10.1,0.8,5.5,-2.7,13.7,22.1,77,3938692,"$3,938,692",27.6,23.6,13.1,8.4,10.3,4.8,5.9,13.1,10 May '85 ,Regina ,SK ,CAN ,75,211,,R ,N,12,5,2,,0
2007-08,Ana,Ana,Ana,"Getzlaf, Ryan ",Ryan Getzlaf,C,77,24,58,82,32,94,185,13.0%,,2,0,545,607,47.3%,26.4,4,32,1,0,19,26,3.9,31.4,4.4,0,20,27.4,3.74,9.03,0.88,2,0.39,10.58,1139.3,305.5,68.1,1512.8,46,126,70,67,44,1.8,5,2.8,2.7,1.7,14.8,0.9,4,71,46,1,118,38,2,12,52,62.4,82.5,37.9,24,-0.8,2,-2.4,60.7,80.2,9.9,0.6,-0.5,-8.2,1.7,2.3,77,5285217,"$5,628,413",44.1,35.3,26.9,9.1,9.6,7.4,7.8,15,May 10 '85 ,Regina ,SK ,CAN ,75,221,15,R ,,,,,"$739,733",0
2006-07,Ana,Ana,Ana,"Pahlsson, Samuel ",Samuel Pahlsson,C ,82,8,18,26,-4,42,111,7.2%,1962,1,0,802,721,52.7%,32.5,0,0,0,0,8,18,0,0,0,0,9.2,20.7,1.78,0,0,2.24,0,6.21,1043.1,13.3,367.2,1423.6,28,181,64,23,57,1.2,7.6,2.7,1,2.4,12.7,4.5,0.2,31,0,0,31,39,0,38,77,31.9,44.8,8.1,-0.7,0,-4.6,-0.5,2.3,3.2,9.5,0,13.6,6.5,29.6,41.6,59,1171285,"$1,171,285",21.8,34.7,-12.5,-1.3,-1.4,2,2.2,0.7,17 Dec '77 ,Ornskoldsvik ,,SWE ,72,205,26,L ,N,1,0,0,,0
2007-08,Ana,Ana,Ana,"Pahlsson, Samuel ",Samuel Pahlsson,C,56,6,9,15,-2,34,94,6.4%,,3,0,586,480,55.0%,33.7,0,1,3,0,3,8,0,9.5,3.6,0,4.7,12.4,1.17,3.79,1.21,1.71,0,5.81,771.7,31.7,248,1051.4,24,114,32,22,33,1.4,6.5,1.8,1.3,1.9,13.8,4.4,0.6,15,2,5,22,22,0,24,46,15.2,28.9,-5.9,-1.1,-0.1,5.6,0,-1.5,-2.8,7.7,0.1,8.3,0.6,16.7,31.8,61,1164710,"$1,705,468",15,21.6,-8.1,-1.2,-1.8,0.4,0.6,-0.8,Dec 17 '77 ,Ornskol ,,SWE ,72,203,26,L ,,,,,"$1,400,000",0
2006-07,Ana,Ana,Ana,"Niedermayer, Scott ",Scott Niedermayer,D ,79,15,54,69,6,86,172,8.7%,2163,3,0,1,0,100.0%,0,9,25,0,0,6,29,5.9,16.3,0,0,5.2,24.9,2.58,8.85,0.19,2.36,0.39,6.3,1397.8,461.2,314.4,2173.4,69,82,56,75,50,1.9,2.3,1.5,2.1,1.4,17.7,4,5.8,60,68,1,129,55,3,33,91,100.8,92.8,26.5,23.3,0,-0.7,0,49.1,45.2,29.2,7,13.5,1.9,51.7,47.6,80,6760976,"$7,017,722",50.4,46.8,-3.3,12.1,8.2,5.5,3.7,17.6,31 Aug '73 ,Edmonton ,AB ,CAN ,73,200,27,L ,N,0,0,0,,0
2007-08,Ana,Ana,Ana,"Niedermayer, Scott ",Scott Niedermayer,D,48,8,17,25,-2,16,87,9.2%,,3,0,0,0,0.0%,0,7,9,0,1,1,7,11,14.2,0,1.8,1.5,10.7,1.83,8.51,0.35,2.06,0,6.68,786.6,190.5,170.5,1147.6,46,35,44,39,37,2.4,1.8,2.3,2,1.9,16.4,3.6,4,24,27,1,52,27,0,19,46,47.9,83.5,2,13.6,-0.3,0.8,0,16,27.9,16.6,3.9,5.3,6.1,31.9,55.5,64,2844638,"$4,859,590",27.1,23.7,-5.1,3.3,4.4,1.3,1.7,4.6,Aug 31 '73 ,Edmonton ,AB ,CAN ,73,200,27,L ,,,,,"$6,750,000",0
2006-07,Ana,Ana,Ana,"O'Donnell, Sean ",Sean O'Donnell,D ,79,2,15,17,9,92,47,4.3%,1916,1,0,0,1,0.0%,0,0,0,0,1,2,14,0,0,0,1,1.9,13.2,2.45,11.06,0.21,2.12,0,4.16,1274.3,10.9,288.5,1573.7,62,55,18,46,28,2.4,2.1,0.7,1.8,1.1,16.1,3.7,0.1,52,2,1,55,45,0,20,65,58.3,74,5.5,-0.4,0,0.4,0,5.6,7.1,30.5,0.3,19.7,2.3,52.7,67,66,2323999,"$2,412,252",24.6,34.7,-0.4,-0.1,-0.1,4.1,4.4,4,13 Oct '71 ,Ottawa ,ON ,CAN ,75,231,21,L ,N,0,0,0,,0
2007-08,Ana,Ana,Ana,"O'Donnell, Sean ",Sean O'Donnell,D,82,2,7,9,9,84,25,8.0%,,0,0,2,0,100.0%,0,0,0,1,2,1,5,0,0,1,2,1.1,5.5,1.74,0,0.79,1.47,0,5.33,1100.4,9,304.1,1413.5,51,54,13,35,43,2.2,2.3,0.6,1.5,1.8,13.4,3.7,0.1,32,0,4,36,27,0,27,54,47.2,66.8,-1.9,-0.4,-0.2,4.1,0,1.7,2.4,30.5,0.2,13.6,1.3,45.6,64.5,68,2716950,"$2,716,950",20.6,31.7,0.5,-1.2,-1.4,3.6,4.2,2.3,Oct 13 '71 ,Ottawa ,ON ,CAN ,75,234,21,L ,,,,,"$1,250,000",0
2006-07,Flo,Flo,Ana,"Montador, Steve ",Steve Montador,D ,72,1,8,9,1,119,88,1.1%,1242,0,0,0,0,0.0%,0,0,1,0,0,1,7,0,4.9,0,0,1.4,10,2.08,2.96,0,1.86,0,7.38,836.5,60.8,48.8,946.1,51,126,30,30,10,3.2,8,1.9,1.9,0.6,11.6,0.7,0.8,29,3,0,32,26,0,6,32,21.2,44.8,1,-1.5,-0.9,-0.1,2.8,1.4,2.9,23.6,2.1,1.6,-7.5,19.8,41.9,41,415529,"$473,241",16.2,18.2,-0.6,-0.7,-1.3,1.1,2.1,0.4,21 Dec '79 ,Vancouver ,BC ,CAN ,72,205,7,R ,N,2,1,0,,0
2007-08,Flo,Flo,Ana,"Montador, Steve ",Steve Montador,D,73,8,15,23,1,73,96,8.3%,,0,0,0,0,0.0%,0,2,5,0,0,6,10,5.3,13.3,0,0,10.2,17,2.38,9.04,0,2.21,0.53,11.55,706.5,112.8,31.2,850.5,21,95,27,24,10,1.5,6.7,1.9,1.7,0.7,9.7,0.4,1.5,28,17,0,45,26,1,6,33,26.9,63.2,17.1,5,1.7,-0.1,-1.8,21.9,51.5,8.3,1.3,-0.3,-4.4,5,11.7,51,2224822,"$2,499,115",23.4,20.2,1,3.7,7.4,1.2,2.4,4.4,Dec 21 '79 ,Vancouver ,BC ,CAN ,72,205,7,R ,,,,,"$800,000",0
2006-07,Ana,Ana,Ana,"Selanne, Teemu ",Teemu Selanne,RW,82,48,46,94,26,82,257,18.7%,1828,10,0,178,173,50.7%,7.5,25,23,0,0,23,23,19.7,18.1,0,0,26,26,3.51,9.45,0,1.98,0,0,1061.3,380.9,8.8,1451,9,10,92,85,37,0.4,0.4,3.8,3.5,1.5,12.9,0.1,4.6,62,60,0,122,35,0,0,35,109.4,150.7,43.2,47.6,0,-0.1,7.9,98.7,136,10.8,1,0.9,-2,10.7,14.7,78,6852179,"$6,852,179",36.4,25.8,20.5,18.8,20.4,5.9,6.4,24.7,03 Jul '70 ,Helsinki ,,FIN ,72,204,8,R ,N,12,4,1,,0
2007-08,Ana,Ana,Ana,"Selanne, Teemu ",Teemu Selanne,RW,26,12,11,23,5,8,87,13.8%,,2,0,34,33,50.7%,4.6,7,5,0,0,5,6,18.8,13.4,0,0,17.1,20.5,2.56,9.12,0,1.54,0.54,0,351.1,111.8,8.2,471.1,2,6,27,30,7,0.3,0.8,3.4,3.8,0.9,13.5,0.3,4.3,15,17,0,32,9,1,0,10,40.5,171.9,8.5,12.4,0.6,-0.1,12.3,33.7,143.1,3.8,0.2,0.7,2.1,6.8,28.7,71,1889600,"$5,959,508",12.2,7.7,5.1,3.5,11.8,1.4,4.7,6.3,Jul 03 '70 ,Helsinki ,,FIN ,72,204,8,R ,,,,,"$5,158,696",0
2006-07,Ana,Ana,Ana,"Marchant, Todd ",Todd Marchant,C ,56,8,15,23,7,44,115,7.0%,1226,2,0,351,296,54.3%,20.1,0,0,3,0,5,15,0,0,4.9,0,9.1,27.4,2.38,14.97,0.97,2.38,0,3.89,656.4,8,185.3,849.7,35,77,29,24,28,2.5,5.4,2,1.7,2,11.7,3.3,0.1,26,2,3,31,26,0,12,38,28.3,66.6,8.6,-0.4,0,6.9,0,15.1,35.5,5.5,0,11.1,-3.4,13.2,31.1,68,1219826,"$1,786,174",16.2,19.6,1.4,0.4,0.8,2.3,4.4,2.7,12 Aug '73 ,Buffalo ,NY ,USA ,70,180,22,L ,N,0,0,0,,0
2007-08,Ana,Ana,Ana,"Marchant, Todd ",Todd Marchant,C,75,9,7,16,-3,48,93,9.7%,,0,0,331,342,49.2%,16,0,1,0,1,9,5,0,8.5,0,1.1,13.3,7.4,1.55,1.69,0.23,1.85,0,5.9,812.1,35.4,264.2,1111.8,52,82,38,16,28,2.8,4.4,2.1,0.9,1.5,10.8,3.5,0.5,21,1,1,23,25,0,26,51,10.2,18.3,3.9,-0.9,-3.7,-1.8,-1.1,-3.7,-6.6,7.6,0.1,8.6,-2.5,13.9,24.9,60,1683201,"$1,840,300",17.4,24.7,-9.9,-1.5,-2.1,0.4,0.6,-1.4,Aug 12 '73 ,Buffalo ,NY ,USA ,70,180,22,L ,,,,,"$2,517,500",0
2006-07,Ana,Ana,Ana,"Moen, Travis ",Travis Moen,LW,82,11,10,21,-4,101,124,8.9%,1718,0,0,3,7,30.0%,0.2,0,0,0,1,11,9,0,0,0,1.3,13.5,11.1,1.72,0,0.8,2.28,0,4.01,975.4,13.9,224.6,1213.9,41,128,38,23,20,2,6.3,1.9,1.1,1,11.9,2.7,0.2,28,0,3,31,37,0,15,52,26.4,43.5,6.9,-0.8,0,-1.7,0,4.4,7.2,8.7,0,13.2,0,22,36.2,52,611687,"$611,687",20,24.6,-10.8,-1.6,-2.2,0.8,1.1,-0.8,06 Apr '82 ,Swift Current ,SK ,CAN ,74,216,32,L ,N,0,0,0,,0
2007-08,Ana,Ana,Ana,"Moen, Travis ",Travis Moen,LW,77,3,5,8,-10,81,98,3.1%,,1,0,8,17,32.0%,0.5,0,0,1,0,2,5,0,0,1.4,0,2.5,6.1,0.74,0,0.27,1.41,0,5.14,977.5,19.4,221.7,1218.6,28,154,38,23,19,1.4,7.6,1.9,1.1,0.9,12.7,2.9,0.3,12,0,1,13,23,0,19,42,4.5,7.4,-16,-1.1,2.5,0.3,0,-14.3,-23.5,11.1,0.1,8.7,-1,18.8,30.9,49,165000,"$165,000",14.6,20.3,-15.4,-3.7,-5.1,-0.9,-1.2,-4.6,Apr 06 '82 ,Swift Current ,SK ,CAN ,74,215,32,L ,,,,,"$912,500",0
2006-07,Was,,Atl,"Giroux, Alexandre ",Alexandre Giroux,C ,9,2,2,4,-4,2,11,18.2%,131,0,0,1,1,50.0%,0.3,0,1,0,0,2,1,0,17.8,0,0,32.1,16,3.21,3.56,0,5.61,3.56,0,74.8,16.8,0.1,91.7,3,4,4,0,4,2,2.6,2.6,0,2.6,8.3,0,1.9,4,1,0,5,7,1,0,8,3,65.3,3.5,-0.1,0,0,0,3.4,73.4,-0.6,-0.2,0,0.4,-0.4,-8.1,,,"$165,000",2.9,2.6,-3.1,0.2,3.7,-0.4,-7.4,-0.2,16 Jun '81 ,Quebec City ,QC ,CAN ,75,201,,L ,Y ,0,0,0,,0
2007-08,,Atl,Atl,"Valabik, Boris ",Boris Valabik,D,7,0,0,0,-2,42,5,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,3.46,3.63,0,10.39,99.2,0.3,17.3,116.9,11,10,4,6,1,5.6,5.1,2.1,3.1,0.5,14.2,2.5,0,3,0,1,4,6,0,3,9,-2.6,-43.8,-0.8,0,1.2,0,0,0.3,5.2,0.2,0,0,-3,-2.9,-49,,,"$165,000",2.2,3.2,-1.5,-0.5,-7.4,-0.3,-4.5,-0.8,Feb 14 '86 ,Nitra ,,SVK ,79,240,48,L ,Y ,,,,"$858,333",0
2006-07,Atl,Atl,Atl,"Larsen, Brad ",Brad Larsen,LW,72,7,6,13,-11,39,61,11.5%,1417,0,0,32,50,39.0%,1.8,0,0,2,1,5,5,0,0,2.6,1.3,9.2,9.2,1.38,0,0.79,2.57,0,8.17,653.9,9.2,227.6,890.7,36,69,18,16,31,2.4,4.6,1.2,1.1,2.1,9.1,3.2,0.1,15,0,3,18,28,0,31,59,9.8,22,-0.1,-0.5,0.1,3.5,0,3.1,6.9,3.4,0,3.4,-0.1,6.7,15,41,207755,"$236,610",14.5,21.7,-15.8,-1.5,-2.7,-1.9,-3.4,-3.4,28 Jun '77 ,Nakusp ,BC ,CAN ,72,210,29,L ,N,0,0,0,,0
2007-08,Atl,Atl,Atl,"Larsen, Brad ",Brad Larsen,LW,62,1,3,4,-17,12,35,2.9%,,0,0,34,47,42.0%,2.2,0,0,0,0,1,3,0,0,0,0,2.3,6.8,1.02,0,0,2.96,0,18.71,527.9,2.9,28.9,559.6,10,44,8,8,19,1.1,4.7,0.9,0.9,2,8.5,0.5,0,9,0,0,9,26,0,9,35,-8,-28.5,-7.9,-0.2,-1.2,-0.4,0,-9.7,-34.7,2.4,0,-2.6,2,1.7,6.2,32,165000,"$165,000",11.4,12.9,-15,-3.6,-12.2,-2.2,-7.4,-5.8,Jun 28 '77 ,Nakusp ,BC ,CAN ,72,210,29,L ,,,,,"$535,000",0
2007-08,,Atl,Atl,"Sterling, Brett ",Brett Sterling,LW,13,1,2,3,-2,14,14,7.1%,,0,0,2,1,66.7%,0.3,0,0,0,0,1,2,0,0,0,0,8.7,17.3,2.17,0,0,2.6,2.91,0,138.3,20.7,2.1,161.1,1,6,9,2,4,0.4,2.2,3.4,0.7,1.5,10.6,0.2,1.6,5,0,0,5,6,1,0,7,-2.9,-36.5,0.5,-1.1,-0.1,0,0,-0.7,-8.8,0.9,-0.1,0.2,-3.2,-2.2,-27.6,,,"$165,000",3.2,3.1,-0.7,-0.3,-3.3,0,0,-0.3,Apr 24 '84 ,Los Angeles ,CA ,USA ,67,180,21,L ,Y ,,,,"$585,000",0
2007-08,,Atl,Atl,"Little, Bryan ",Bryan Little,C,48,6,10,16,-2,18,76,7.9%,,1,0,228,277,45.1%,18,2,0,0,0,4,10,3.9,0,0,0,8.1,20.2,1.92,4.28,0,2.02,0.39,0,592.9,154,2.4,749.3,8,15,19,12,26,0.6,1.2,1.5,1,2.1,12.4,0,3.2,19,11,0,30,20,1,0,21,13.6,36.4,6.3,-4,-0.7,0,3.5,5,13.4,5.8,0.6,0.3,1.9,8.6,23,45,589763,"$1,007,512",13.9,10.7,4,0,0,0.9,2,1.4,Nov 12 '87 ,Edmonton ,AB ,CAN ,71,190,10,R ,Y ,,,,"$900,000",0
2006-07,Pit,Atl,Atl,"Thorburn, Chris ",Chris Thorburn,C ,39,3,2,5,1,69,40,7.5%,446,1,0,2,6,25.0%,0.3,0,0,0,0,3,2,0,0,0,0,12.3,8.2,1.64,4.34,0,1.43,0,0,293.5,13.8,0.7,308,9,49,17,9,7,1.8,9.5,3.3,1.8,1.4,7.5,0,0.4,8,1,0,9,7,0,0,7,0,-0.1,0.5,-0.7,0.3,0,0,0.1,0.7,3.9,0,0.1,-4.1,-0.1,-0.8,41,165000,"$165,000",5.8,5.5,0.9,-0.8,-5,0.5,3.1,-0.3,03 Jun '83  ,Sault Ste. Marie  ,ON  ,CAN  ,75,210,22,R  ,Y  ,0,0,0,,0
